Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),277702,277702
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,33983,38904
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),42030,44241
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,44168,45540
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),61799,61799
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,100139,102822
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),137734,137734
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,149680,166258
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,27165,30663
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),38414,43155
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,30810,33777
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),57913,57913
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,32244,34596
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),55708,55708
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL (PwD),Gender-Neutral,1.08538e+006,1.08538e+006
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,108220,111945
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,198189,198189
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),309237,309237
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,22890,24126
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),30329,31102
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),151243,151243
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,667666,667666
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,16622,18784
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),28644,28644
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,325210,325210
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,20130,20992
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,22744,23103
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),44420,44958
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,88682,88682
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,820899,820899
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),241229,241229
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,40161,45378
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,57161,59877
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),84677,84677
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,115055,123952
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),160614,173677
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,154804,154804
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,33997,36620
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),40867,52878
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,38504,40163
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),60863,60863
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,39312,43059
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),59920,63206
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),193897,203158
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,171563,171563
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),260907,260907
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,391265,858043
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,76741,93544
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,93590,95805
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),123063,123063
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,179019,204242
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),191418,191418
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,218044,245865
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,903856,903856
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,56329,62789
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),90664,97092
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,62798,64269
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),99074,99074
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,64479,68584
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),100580,100597
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,152364,175218
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),243284,243284
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,251120,251120
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,OPEN,Gender-Neutral,1651,1702
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,OBC-NCL,Gender-Neutral,3314,5360
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,OBC-NCL,Female-only (including Supernumerary),2336,2336
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,SC,Gender-Neutral,11931,11931
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,OPEN,Gender-Neutral,458,666
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,EWS,Gender-Neutral,2094,2094
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,OBC-NCL,Gender-Neutral,1232,1364
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,SC,Gender-Neutral,3936,4806
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,ST,Gender-Neutral,7312,7312
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,8034,8517
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,8684,8684
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,6723,8252
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),12340,12340
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,8789,10070
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),15561,15561
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,10679,11806
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),23139,23139
